URL,FILE_NAME,BASE_NAME,SEC,FILE_SIZE,GENRE,SITUATION,CAMERA,DANCER,MUSIC,CHOREOGRAPHY
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gHO_sBM_c01_d19_mHO0_ch04.mp4,gHO_sBM_c01_d19_mHO0_ch04.mp4,gHO_sBM_c01_d19_mHO0_ch04,8.725392059,2505419,gHO,sBM,c01,d19,mHO0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gHO_sBM_c01_d19_mHO0_ch05.mp4,gHO_sBM_c01_d19_mHO0_ch05.mp4,gHO_sBM_c01_d19_mHO0_ch05,8.725392059,2523795,gHO,sBM,c01,d19,mHO0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gHO_sBM_c01_d19_mHO0_ch06.mp4,gHO_sBM_c01_d19_mHO0_ch06.mp4,gHO_sBM_c01_d19_mHO0_ch06,8.725392059,2501436,gHO,sBM,c01,d19,mHO0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gHO_sBM_c01_d19_mHO0_ch07.mp4,gHO_sBM_c01_d19_mHO0_ch07.mp4,gHO_sBM_c01_d19_mHO0_ch07,8.725392059,2516407,gHO,sBM,c01,d19,mHO0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gHO_sBM_c01_d19_mHO0_ch08.mp4,gHO_sBM_c01_d19_mHO0_ch08.mp4,gHO_sBM_c01_d19_mHO0_ch08,8.725392059,2529759,gHO,sBM,c01,d19,mHO0,ch08
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gHO_sBM_c01_d19_mHO0_ch09.mp4,gHO_sBM_c01_d19_mHO0_ch09.mp4,gHO_sBM_c01_d19_mHO0_ch09,8.725392059,2507804,gHO,sBM,c01,d19,mHO0,ch09
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gHO_sBM_c01_d19_mHO0_ch10.mp4,gHO_sBM_c01_d19_mHO0_ch10.mp4,gHO_sBM_c01_d19_mHO0_ch10,8.725392059,2535402,gHO,sBM,c01,d19,mHO0,ch10
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch01.mp4,gJB_sBM_c01_d07_mJB0_ch01.mp4,gJB_sBM_c01_d07_mJB0_ch01,11.99531667,3560338,gJB,sBM,c01,d07,mJB0,ch01
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch02.mp4,gJB_sBM_c01_d07_mJB0_ch02.mp4,gJB_sBM_c01_d07_mJB0_ch02,11.99531667,3446836,gJB,sBM,c01,d07,mJB0,ch02
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch03.mp4,gJB_sBM_c01_d07_mJB0_ch03.mp4,gJB_sBM_c01_d07_mJB0_ch03,11.99531667,3454223,gJB,sBM,c01,d07,mJB0,ch03
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch04.mp4,gJB_sBM_c01_d07_mJB0_ch04.mp4,gJB_sBM_c01_d07_mJB0_ch04,11.99531667,3444092,gJB,sBM,c01,d07,mJB0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch05.mp4,gJB_sBM_c01_d07_mJB0_ch05.mp4,gJB_sBM_c01_d07_mJB0_ch05,11.99531667,3489046,gJB,sBM,c01,d07,mJB0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch06.mp4,gJB_sBM_c01_d07_mJB0_ch06.mp4,gJB_sBM_c01_d07_mJB0_ch06,11.99531667,3509784,gJB,sBM,c01,d07,mJB0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch07.mp4,gJB_sBM_c01_d07_mJB0_ch07.mp4,gJB_sBM_c01_d07_mJB0_ch07,11.99531667,3440017,gJB,sBM,c01,d07,mJB0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch08.mp4,gJB_sBM_c01_d07_mJB0_ch08.mp4,gJB_sBM_c01_d07_mJB0_ch08,11.99531667,3436957,gJB,sBM,c01,d07,mJB0,ch08
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch09.mp4,gJB_sBM_c01_d07_mJB0_ch09.mp4,gJB_sBM_c01_d07_mJB0_ch09,11.99531667,3434090,gJB,sBM,c01,d07,mJB0,ch09
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJB_sBM_c01_d07_mJB0_ch10.mp4,gJB_sBM_c01_d07_mJB0_ch10.mp4,gJB_sBM_c01_d07_mJB0_ch10,11.99531667,3468382,gJB,sBM,c01,d07,mJB0,ch10
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch01.mp4,gJS_sBM_c01_d01_mJS0_ch01.mp4,gJS_sBM_c01_d01_mJS0_ch01,11.99531667,3479034,gJS,sBM,c01,d01,mJS0,ch01
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch02.mp4,gJS_sBM_c01_d01_mJS0_ch02.mp4,gJS_sBM_c01_d01_mJS0_ch02,11.99531667,3453737,gJS,sBM,c01,d01,mJS0,ch02
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch03.mp4,gJS_sBM_c01_d01_mJS0_ch03.mp4,gJS_sBM_c01_d01_mJS0_ch03,11.99531667,3421566,gJS,sBM,c01,d01,mJS0,ch03
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch04.mp4,gJS_sBM_c01_d01_mJS0_ch04.mp4,gJS_sBM_c01_d01_mJS0_ch04,11.99531667,3462729,gJS,sBM,c01,d01,mJS0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch05.mp4,gJS_sBM_c01_d01_mJS0_ch05.mp4,gJS_sBM_c01_d01_mJS0_ch05,11.99531667,3421370,gJS,sBM,c01,d01,mJS0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch06.mp4,gJS_sBM_c01_d01_mJS0_ch06.mp4,gJS_sBM_c01_d01_mJS0_ch06,11.99531667,3397416,gJS,sBM,c01,d01,mJS0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch07.mp4,gJS_sBM_c01_d01_mJS0_ch07.mp4,gJS_sBM_c01_d01_mJS0_ch07,11.99531667,3445409,gJS,sBM,c01,d01,mJS0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch08.mp4,gJS_sBM_c01_d01_mJS0_ch08.mp4,gJS_sBM_c01_d01_mJS0_ch08,11.99531667,3418197,gJS,sBM,c01,d01,mJS0,ch08
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch09.mp4,gJS_sBM_c01_d01_mJS0_ch09.mp4,gJS_sBM_c01_d01_mJS0_ch09,11.99531667,3439360,gJS,sBM,c01,d01,mJS0,ch09
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gJS_sBM_c01_d01_mJS0_ch10.mp4,gJS_sBM_c01_d01_mJS0_ch10.mp4,gJS_sBM_c01_d01_mJS0_ch10,11.99531667,3400105,gJS,sBM,c01,d01,mJS0,ch10
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch01.mp4,gKR_sBM_c01_d28_mKR0_ch01.mp4,gKR_sBM_c01_d28_mKR0_ch01,11.99531667,3416044,gKR,sBM,c01,d28,mKR0,ch01
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch02.mp4,gKR_sBM_c01_d28_mKR0_ch02.mp4,gKR_sBM_c01_d28_mKR0_ch02,11.99531667,3429990,gKR,sBM,c01,d28,mKR0,ch02
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch03.mp4,gKR_sBM_c01_d28_mKR0_ch03.mp4,gKR_sBM_c01_d28_mKR0_ch03,11.99531667,3421557,gKR,sBM,c01,d28,mKR0,ch03
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch04.mp4,gKR_sBM_c01_d28_mKR0_ch04.mp4,gKR_sBM_c01_d28_mKR0_ch04,11.99531667,3424924,gKR,sBM,c01,d28,mKR0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch05.mp4,gKR_sBM_c01_d28_mKR0_ch05.mp4,gKR_sBM_c01_d28_mKR0_ch05,11.99531667,3422648,gKR,sBM,c01,d28,mKR0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch06.mp4,gKR_sBM_c01_d28_mKR0_ch06.mp4,gKR_sBM_c01_d28_mKR0_ch06,11.99531667,3414476,gKR,sBM,c01,d28,mKR0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch07.mp4,gKR_sBM_c01_d28_mKR0_ch07.mp4,gKR_sBM_c01_d28_mKR0_ch07,11.99531667,3410204,gKR,sBM,c01,d28,mKR0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch08.mp4,gKR_sBM_c01_d28_mKR0_ch08.mp4,gKR_sBM_c01_d28_mKR0_ch08,11.99531667,3395683,gKR,sBM,c01,d28,mKR0,ch08
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch09.mp4,gKR_sBM_c01_d28_mKR0_ch09.mp4,gKR_sBM_c01_d28_mKR0_ch09,11.99531667,3430621,gKR,sBM,c01,d28,mKR0,ch09
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gKR_sBM_c01_d28_mKR0_ch10.mp4,gKR_sBM_c01_d28_mKR0_ch10.mp4,gKR_sBM_c01_d28_mKR0_ch10,11.99531667,3422715,gKR,sBM,c01,d28,mKR0,ch10
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch01.mp4,gLH_sBM_c01_d16_mLH0_ch01.mp4,gLH_sBM_c01_d16_mLH0_ch01,11.99531667,3391897,gLH,sBM,c01,d16,mLH0,ch01
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch02.mp4,gLH_sBM_c01_d16_mLH0_ch02.mp4,gLH_sBM_c01_d16_mLH0_ch02,11.99531667,3406792,gLH,sBM,c01,d16,mLH0,ch02
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch03.mp4,gLH_sBM_c01_d16_mLH0_ch03.mp4,gLH_sBM_c01_d16_mLH0_ch03,11.99531667,3394562,gLH,sBM,c01,d16,mLH0,ch03
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch04.mp4,gLH_sBM_c01_d16_mLH0_ch04.mp4,gLH_sBM_c01_d16_mLH0_ch04,11.99531667,3404145,gLH,sBM,c01,d16,mLH0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch05.mp4,gLH_sBM_c01_d16_mLH0_ch05.mp4,gLH_sBM_c01_d16_mLH0_ch05,11.99531667,3407115,gLH,sBM,c01,d16,mLH0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch06.mp4,gLH_sBM_c01_d16_mLH0_ch06.mp4,gLH_sBM_c01_d16_mLH0_ch06,11.99531667,3410755,gLH,sBM,c01,d16,mLH0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch07.mp4,gLH_sBM_c01_d16_mLH0_ch07.mp4,gLH_sBM_c01_d16_mLH0_ch07,11.99531667,3415668,gLH,sBM,c01,d16,mLH0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch08.mp4,gLH_sBM_c01_d16_mLH0_ch08.mp4,gLH_sBM_c01_d16_mLH0_ch08,11.99531667,3403870,gLH,sBM,c01,d16,mLH0,ch08
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch09.mp4,gLH_sBM_c01_d16_mLH0_ch09.mp4,gLH_sBM_c01_d16_mLH0_ch09,11.99531667,3397301,gLH,sBM,c01,d16,mLH0,ch09
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLH_sBM_c01_d16_mLH0_ch10.mp4,gLH_sBM_c01_d16_mLH0_ch10.mp4,gLH_sBM_c01_d16_mLH0_ch10,11.99531667,3385817,gLH,sBM,c01,d16,mLH0,ch10
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch01.mp4,gLO_sBM_c01_d13_mLO0_ch01.mp4,gLO_sBM_c01_d13_mLO0_ch01,11.99531667,3392937,gLO,sBM,c01,d13,mLO0,ch01
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch02.mp4,gLO_sBM_c01_d13_mLO0_ch02.mp4,gLO_sBM_c01_d13_mLO0_ch02,11.99531667,3404421,gLO,sBM,c01,d13,mLO0,ch02
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch03.mp4,gLO_sBM_c01_d13_mLO0_ch03.mp4,gLO_sBM_c01_d13_mLO0_ch03,11.99531667,3395542,gLO,sBM,c01,d13,mLO0,ch03
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch04.mp4,gLO_sBM_c01_d13_mLO0_ch04.mp4,gLO_sBM_c01_d13_mLO0_ch04,11.99531667,3396025,gLO,sBM,c01,d13,mLO0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch05.mp4,gLO_sBM_c01_d13_mLO0_ch05.mp4,gLO_sBM_c01_d13_mLO0_ch05,11.99531667,3407318,gLO,sBM,c01,d13,mLO0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch06.mp4,gLO_sBM_c01_d13_mLO0_ch06.mp4,gLO_sBM_c01_d13_mLO0_ch06,11.99531667,3436332,gLO,sBM,c01,d13,mLO0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch07.mp4,gLO_sBM_c01_d13_mLO0_ch07.mp4,gLO_sBM_c01_d13_mLO0_ch07,11.99531667,3437658,gLO,sBM,c01,d13,mLO0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch08.mp4,gLO_sBM_c01_d13_mLO0_ch08.mp4,gLO_sBM_c01_d13_mLO0_ch08,11.99531667,3392182,gLO,sBM,c01,d13,mLO0,ch08
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch09.mp4,gLO_sBM_c01_d13_mLO0_ch09.mp4,gLO_sBM_c01_d13_mLO0_ch09,11.99531667,3375652,gLO,sBM,c01,d13,mLO0,ch09
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gLO_sBM_c01_d13_mLO0_ch10.mp4,gLO_sBM_c01_d13_mLO0_ch10.mp4,gLO_sBM_c01_d13_mLO0_ch10,11.99531667,3374604,gLO,sBM,c01,d13,mLO0,ch10
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch01.mp4,gMH_sBM_c01_d22_mMH0_ch01.mp4,gMH_sBM_c01_d22_mMH0_ch01,11.99531667,3450461,gMH,sBM,c01,d22,mMH0,ch01
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch02.mp4,gMH_sBM_c01_d22_mMH0_ch02.mp4,gMH_sBM_c01_d22_mMH0_ch02,11.99531667,3446054,gMH,sBM,c01,d22,mMH0,ch02
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch03.mp4,gMH_sBM_c01_d22_mMH0_ch03.mp4,gMH_sBM_c01_d22_mMH0_ch03,11.99531667,3396603,gMH,sBM,c01,d22,mMH0,ch03
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch04.mp4,gMH_sBM_c01_d22_mMH0_ch04.mp4,gMH_sBM_c01_d22_mMH0_ch04,11.99531667,3428548,gMH,sBM,c01,d22,mMH0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch05.mp4,gMH_sBM_c01_d22_mMH0_ch05.mp4,gMH_sBM_c01_d22_mMH0_ch05,11.99531667,3451825,gMH,sBM,c01,d22,mMH0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch06.mp4,gMH_sBM_c01_d22_mMH0_ch06.mp4,gMH_sBM_c01_d22_mMH0_ch06,11.99531667,3422219,gMH,sBM,c01,d22,mMH0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch07.mp4,gMH_sBM_c01_d22_mMH0_ch07.mp4,gMH_sBM_c01_d22_mMH0_ch07,11.99531667,3407720,gMH,sBM,c01,d22,mMH0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch08.mp4,gMH_sBM_c01_d22_mMH0_ch08.mp4,gMH_sBM_c01_d22_mMH0_ch08,11.99531667,3445834,gMH,sBM,c01,d22,mMH0,ch08
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch09.mp4,gMH_sBM_c01_d22_mMH0_ch09.mp4,gMH_sBM_c01_d22_mMH0_ch09,11.99531667,3459413,gMH,sBM,c01,d22,mMH0,ch09
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gMH_sBM_c01_d22_mMH0_ch10.mp4,gMH_sBM_c01_d22_mMH0_ch10.mp4,gMH_sBM_c01_d22_mMH0_ch10,11.99531667,3447405,gMH,sBM,c01,d22,mMH0,ch10
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch01.mp4,gPO_sBM_c01_d10_mPO0_ch01.mp4,gPO_sBM_c01_d10_mPO0_ch01,11.99532866,3434020,gPO,sBM,c01,d10,mPO0,ch01
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch02.mp4,gPO_sBM_c01_d10_mPO0_ch02.mp4,gPO_sBM_c01_d10_mPO0_ch02,11.99532866,3411675,gPO,sBM,c01,d10,mPO0,ch02
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch03.mp4,gPO_sBM_c01_d10_mPO0_ch03.mp4,gPO_sBM_c01_d10_mPO0_ch03,11.99532866,3419111,gPO,sBM,c01,d10,mPO0,ch03
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch04.mp4,gPO_sBM_c01_d10_mPO0_ch04.mp4,gPO_sBM_c01_d10_mPO0_ch04,11.99532866,3427309,gPO,sBM,c01,d10,mPO0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch05.mp4,gPO_sBM_c01_d10_mPO0_ch05.mp4,gPO_sBM_c01_d10_mPO0_ch05,11.99532866,3423522,gPO,sBM,c01,d10,mPO0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch06.mp4,gPO_sBM_c01_d10_mPO0_ch06.mp4,gPO_sBM_c01_d10_mPO0_ch06,11.99532866,3417448,gPO,sBM,c01,d10,mPO0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch07.mp4,gPO_sBM_c01_d10_mPO0_ch07.mp4,gPO_sBM_c01_d10_mPO0_ch07,11.99532866,3402428,gPO,sBM,c01,d10,mPO0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch08.mp4,gPO_sBM_c01_d10_mPO0_ch08.mp4,gPO_sBM_c01_d10_mPO0_ch08,11.99532866,3448481,gPO,sBM,c01,d10,mPO0,ch08
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch09.mp4,gPO_sBM_c01_d10_mPO0_ch09.mp4,gPO_sBM_c01_d10_mPO0_ch09,11.99532866,3409371,gPO,sBM,c01,d10,mPO0,ch09
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gPO_sBM_c01_d10_mPO0_ch10.mp4,gPO_sBM_c01_d10_mPO0_ch10.mp4,gPO_sBM_c01_d10_mPO0_ch10,11.99532866,3437419,gPO,sBM,c01,d10,mPO0,ch10
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gWA_sBM_c01_d25_mWA0_ch01.mp4,gWA_sBM_c01_d25_mWA0_ch01.mp4,gWA_sBM_c01_d25_mWA0_ch01,11.99532866,3445005,gWA,sBM,c01,d25,mWA0,ch01
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gWA_sBM_c01_d25_mWA0_ch02.mp4,gWA_sBM_c01_d25_mWA0_ch02.mp4,gWA_sBM_c01_d25_mWA0_ch02,11.99532866,3428810,gWA,sBM,c01,d25,mWA0,ch02
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gWA_sBM_c01_d25_mWA0_ch03.mp4,gWA_sBM_c01_d25_mWA0_ch03.mp4,gWA_sBM_c01_d25_mWA0_ch03,11.99532866,3413950,gWA,sBM,c01,d25,mWA0,ch03
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gWA_sBM_c01_d25_mWA0_ch04.mp4,gWA_sBM_c01_d25_mWA0_ch04.mp4,gWA_sBM_c01_d25_mWA0_ch04,11.99532866,3500162,gWA,sBM,c01,d25,mWA0,ch04
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gWA_sBM_c01_d25_mWA0_ch05.mp4,gWA_sBM_c01_d25_mWA0_ch05.mp4,gWA_sBM_c01_d25_mWA0_ch05,11.99532866,3434561,gWA,sBM,c01,d25,mWA0,ch05
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gWA_sBM_c01_d25_mWA0_ch06.mp4,gWA_sBM_c01_d25_mWA0_ch06.mp4,gWA_sBM_c01_d25_mWA0_ch06,11.99532866,3431981,gWA,sBM,c01,d25,mWA0,ch06
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gWA_sBM_c01_d25_mWA0_ch07.mp4,gWA_sBM_c01_d25_mWA0_ch07.mp4,gWA_sBM_c01_d25_mWA0_ch07,11.99532866,3427170,gWA,sBM,c01,d25,mWA0,ch07
https://aistdancedb.ongaaccel.jp/v1.0.0/video/2M/gWA_sBM_c01_d25_mWA0_ch08.mp4,gWA_sBM_c01_d25_mWA0_ch08.mp4,gWA_sBM_c01_d25_mWA0_ch08,11.99532866,3440718,gWA,sBM,c01,d25,mWA0,ch08
